时间,类型,舰种,船只
2016/10/07 12:50:58,解体,駆逐艦,村雨(Lv.2)
2016/10/07 12:48:46,解体,駆逐艦,村雨(Lv.1)
2016/10/07 12:48:42,解体,駆逐艦,磯波(Lv.1)
2016/10/07 12:48:36,解体,駆逐艦,文月(Lv.1)
2016/10/07 12:45:54,解体,駆逐艦,文月(Lv.2)
2016/10/07 04:06:38,解体,軽巡洋艦,夕張(Lv.1)
2016/10/07 04:06:34,解体,重巡洋艦,青葉(Lv.1)
2016/10/07 04:06:29,解体,駆逐艦,時雨(Lv.1)
2016/10/07 04:06:25,解体,駆逐艦,五月雨(Lv.1)
2016/10/07 04:06:20,解体,戦艦,扶桑(Lv.1)
2016/10/07 04:06:15,解体,駆逐艦,長月(Lv.1)
2016/10/07 04:06:10,解体,駆逐艦,長月(Lv.1)
2016/10/07 04:06:06,解体,駆逐艦,望月(Lv.1)
2016/10/07 04:06:01,解体,軽巡洋艦,龍田(Lv.1)
2016/10/07 03:55:51,解体,駆逐艦,浦波(Lv.1)
2016/10/07 03:55:46,解体,軽巡洋艦,球磨(Lv.1)
2016/10/07 03:55:42,解体,重巡洋艦,利根(Lv.1)
2016/10/07 03:55:29,解体,駆逐艦,荒潮(Lv.1)
2016/10/07 03:55:24,解体,軽巡洋艦,那珂(Lv.1)
2016/10/07 03:55:20,解体,軽巡洋艦,神通(Lv.1)
2016/10/07 03:55:16,解体,重巡洋艦,最上(Lv.1)
2016/10/07 03:55:12,解体,軽巡洋艦,天龍(Lv.1)
2016/10/07 02:17:16,解体,駆逐艦,如月(Lv.1)
2016/10/07 02:17:11,解体,駆逐艦,望月(Lv.1)
2016/10/07 02:17:05,解体,軽巡洋艦,多摩(Lv.1)
2016/10/07 02:16:59,解体,駆逐艦,朧(Lv.1)
2016/10/07 02:16:55,解体,駆逐艦,大潮(Lv.1)
2016/10/07 02:16:50,解体,駆逐艦,三日月(Lv.1)
2016/10/07 02:16:46,解体,駆逐艦,霰(Lv.1)
2016/10/07 02:16:42,解体,駆逐艦,満潮(Lv.1)
2016/10/07 02:16:37,解体,駆逐艦,菊月(Lv.1)
2016/10/07 02:16:33,解体,駆逐艦,朧(Lv.1)
2016/10/07 02:16:21,解体,軽巡洋艦,長良(Lv.1)
2016/10/06 23:32:56,解体,駆逐艦,曙(Lv.1)
2016/10/06 23:30:11,解体,駆逐艦,子日(Lv.2)
2016/10/06 23:30:07,解体,駆逐艦,荒潮(Lv.1)
2016/10/06 23:22:28,解体,駆逐艦,潮(Lv.2)
2016/10/06 23:12:14,解体,駆逐艦,白雪(Lv.1)
2016/10/06 22:54:13,解体,駆逐艦,五月雨(Lv.1)
2016/10/06 22:46:03,解体,駆逐艦,雷(Lv.2)
2016/10/06 22:43:06,解体,駆逐艦,深雪(Lv.1)
2016/10/06 22:42:59,解体,駆逐艦,子日(Lv.1)
2016/10/06 22:42:51,解体,軽巡洋艦,夕張(Lv.1)
2016/10/06 22:42:47,解体,駆逐艦,朧(Lv.1)
2016/10/06 22:42:40,解体,駆逐艦,初春(Lv.1)
2016/10/06 22:42:32,解体,駆逐艦,子日(Lv.1)
2016/10/06 22:42:21,解体,駆逐艦,夕立(Lv.1)
2016/10/06 22:42:16,解体,駆逐艦,磯波(Lv.1)
2016/10/06 22:42:11,解体,駆逐艦,電(Lv.1)
2016/10/06 22:42:06,解体,駆逐艦,皐月(Lv.1)
2016/10/06 22:42:01,解体,駆逐艦,白雪(Lv.1)
2016/10/06 22:41:43,解体,駆逐艦,涼風(Lv.1)
2016/10/06 22:41:36,解体,駆逐艦,叢雲(Lv.1)
2016/10/06 22:41:32,解体,軽巡洋艦,神通(Lv.1)
2016/10/06 22:41:26,解体,駆逐艦,夕立(Lv.1)
2016/10/06 22:37:42,解体,駆逐艦,子日(Lv.1)
2016/10/06 22:29:07,解体,駆逐艦,満潮(Lv.2)
2016/10/06 22:18:09,解体,駆逐艦,初雪(Lv.2)
2016/10/06 22:12:44,解体,駆逐艦,叢雲(Lv.1)
2016/10/06 22:08:58,解体,駆逐艦,満潮(Lv.1)
2016/10/06 22:02:56,解体,駆逐艦,暁(Lv.1)
2016/10/06 21:60:45,解体,駆逐艦,子日(Lv.2)
2016/10/06 21:55:11,解体,駆逐艦,不知火(Lv.2)
2016/10/06 21:27:21,解体,軽巡洋艦,木曾(Lv.1)
2016/10/06 21:27:17,解体,戦艦,陸奥(Lv.1)
2016/10/06 21:27:13,解体,戦艦,扶桑(Lv.1)
2016/10/06 21:27:09,解体,軽巡洋艦,北上(Lv.1)
2016/10/06 21:27:05,解体,軽空母,飛鷹(Lv.1)
2016/10/06 21:27:01,解体,軽巡洋艦,名取(Lv.1)
2016/10/06 21:26:57,解体,駆逐艦,白雪(Lv.1)
2016/10/06 21:26:52,解体,駆逐艦,敷波(Lv.1)
2016/10/06 21:26:47,解体,駆逐艦,黒潮(Lv.1)
2016/10/06 21:26:43,解体,軽巡洋艦,龍田(Lv.1)
2016/10/06 21:24:20,解体,駆逐艦,霰(Lv.1)
2016/10/06 21:24:15,解体,駆逐艦,吹雪(Lv.1)
2016/10/06 20:48:16,改修,駆逐艦,文月(Lv.1)
2016/10/06 20:48:16,改修,駆逐艦,初雪(Lv.1)
2016/10/06 20:47:58,改修,駆逐艦,綾波(Lv.1)
2016/10/06 20:47:58,改修,駆逐艦,綾波(Lv.1)
2016/10/06 20:47:48,改修,戦艦,山城(Lv.1)
2016/10/06 20:47:38,改修,駆逐艦,曙(Lv.1)
2016/10/06 20:47:38,改修,駆逐艦,村雨(Lv.1)
2016/10/06 20:47:28,改修,重巡洋艦,筑摩(Lv.1)
2016/10/06 20:38:14,解体,駆逐艦,皐月(Lv.1)
2016/10/06 20:32:22,解体,駆逐艦,夕立(Lv.1)
2016/10/06 20:29:57,解体,駆逐艦,初霜(Lv.2)
2016/10/06 20:25:45,解体,駆逐艦,響(Lv.1)
2016/10/06 20:23:49,解体,駆逐艦,睦月(Lv.1)
2016/10/06 20:23:38,解体,駆逐艦,三日月(Lv.1)
2016/10/06 20:15:31,解体,駆逐艦,吹雪(Lv.1)
2016/10/06 02:18:15,解体,駆逐艦,子日(Lv.1)
2016/10/06 02:18:11,解体,駆逐艦,荒潮(Lv.1)
2016/10/05 20:04:56,解体,駆逐艦,子日(Lv.1)
2016/10/05 20:04:48,解体,軽巡洋艦,五十鈴(Lv.1)
2016/10/05 20:04:44,解体,軽巡洋艦,木曾(Lv.1)
2016/10/05 20:04:40,解体,駆逐艦,皐月(Lv.1)
2016/10/05 20:04:31,解体,駆逐艦,荒潮(Lv.1)
2016/10/05 20:04:27,解体,駆逐艦,五月雨(Lv.1)
2016/10/05 19:39:55,解体,駆逐艦,大潮(Lv.1)
2016/10/05 19:39:49,解体,軽巡洋艦,名取(Lv.1)
2016/10/05 19:39:42,解体,軽巡洋艦,神通(Lv.1)
2016/10/05 19:39:37,解体,駆逐艦,皐月(Lv.1)
2016/10/05 19:39:33,解体,駆逐艦,夕立(Lv.1)
2016/10/05 19:34:32,解体,駆逐艦,霞(Lv.1)
2016/10/05 19:32:10,解体,駆逐艦,荒潮(Lv.1)
2016/10/05 07:22:19,改修,駆逐艦,三日月(Lv.1)
2016/10/05 07:22:19,改修,駆逐艦,村雨(Lv.1)
2016/10/05 07:22:11,改修,駆逐艦,響(Lv.1)
2016/10/05 07:22:11,改修,駆逐艦,若葉(Lv.1)
2016/10/05 06:45:35,解体,駆逐艦,文月(Lv.2)
2016/10/05 06:18:46,解体,駆逐艦,初雪(Lv.1)
2016/10/05 06:14:55,解体,駆逐艦,三日月(Lv.1)
2016/10/05 06:10:20,解体,駆逐艦,初雪(Lv.2)
2016/10/05 06:04:44,解体,駆逐艦,荒潮(Lv.2)
2016/10/05 05:59:58,解体,駆逐艦,大潮(Lv.2)
2016/10/05 05:57:46,解体,駆逐艦,夕立(Lv.1)
2016/10/05 05:57:39,解体,駆逐艦,敷波(Lv.1)
2016/10/05 05:57:34,解体,駆逐艦,白雪(Lv.1)
2016/10/05 05:57:25,解体,駆逐艦,初雪(Lv.1)
2016/10/05 05:57:21,解体,駆逐艦,朧(Lv.1)
2016/10/05 05:50:33,解体,駆逐艦,時雨(Lv.1)
2016/10/05 05:47:46,解体,駆逐艦,若葉(Lv.1)
2016/10/05 04:12:20,解体,駆逐艦,子日(Lv.1)
2016/10/05 04:09:54,解体,駆逐艦,初霜(Lv.1)
2016/10/05 04:07:45,解体,駆逐艦,荒潮(Lv.2)
2016/10/05 04:03:08,解体,駆逐艦,夕立(Lv.1)
2016/10/05 04:03:04,解体,駆逐艦,時雨(Lv.1)
2016/10/05 03:54:34,解体,駆逐艦,大潮(Lv.1)
2016/10/05 03:50:04,解体,駆逐艦,敷波(Lv.2)
2016/10/05 03:38:27,解体,駆逐艦,五月雨(Lv.1)
2016/10/05 03:38:20,解体,駆逐艦,子日(Lv.1)
2016/10/05 03:38:16,解体,駆逐艦,五月雨(Lv.1)
2016/10/05 03:38:11,解体,駆逐艦,皐月(Lv.1)
2016/10/05 03:31:46,解体,駆逐艦,曙(Lv.2)
2016/10/05 03:26:53,解体,駆逐艦,初霜(Lv.1)
2016/10/05 03:23:46,解体,駆逐艦,雷(Lv.2)
2016/10/05 02:03:41,改修,駆逐艦,初春(Lv.1)
2016/10/05 02:03:41,改修,駆逐艦,暁(Lv.1)
2016/10/05 02:03:32,改修,駆逐艦,皐月(Lv.1)
2016/10/05 02:03:32,改修,駆逐艦,三日月(Lv.1)
2016/10/05 01:55:44,解体,駆逐艦,響(Lv.2)
2016/10/05 01:52:13,解体,駆逐艦,初春(Lv.1)
2016/10/05 01:49:28,解体,駆逐艦,磯波(Lv.2)
2016/10/05 01:41:29,解体,駆逐艦,若葉(Lv.2)
2016/10/05 01:34:03,改修,駆逐艦,漣(Lv.1)
2016/10/05 01:34:03,改修,駆逐艦,電(Lv.1)
2016/10/05 01:31:02,解体,駆逐艦,睦月(Lv.1)
2016/10/05 01:30:57,解体,駆逐艦,長月(Lv.1)
2016/10/05 01:21:13,解体,駆逐艦,夕立(Lv.1)
2016/10/05 01:17:40,解体,駆逐艦,霰(Lv.1)
2016/10/05 01:14:26,解体,駆逐艦,若葉(Lv.1)
2016/10/04 24:42:30,解体,駆逐艦,文月(Lv.1)
2016/10/04 24:36:28,改修,駆逐艦,満潮(Lv.1)
2016/10/04 24:36:28,改修,駆逐艦,霰(Lv.1)
2016/10/04 24:36:18,改修,駆逐艦,磯波(Lv.1)
2016/10/04 24:36:18,改修,駆逐艦,三日月(Lv.1)
2016/10/04 24:36:09,改修,駆逐艦,初霜(Lv.1)
2016/10/04 24:36:09,改修,駆逐艦,時雨(Lv.1)
2016/10/04 24:33:31,解体,駆逐艦,雷(Lv.2)
2016/10/04 24:28:34,解体,駆逐艦,霞(Lv.2)
2016/10/04 24:21:06,解体,駆逐艦,初春(Lv.1)
2016/10/04 21:60:36,改修,駆逐艦,五月雨(Lv.1)
2016/10/04 21:60:36,改修,軽巡洋艦,川内(Lv.1)
2016/10/04 21:51:53,解体,駆逐艦,霰(Lv.1)
2016/10/04 21:51:46,解体,重巡洋艦,那智(Lv.1)
2016/10/04 21:51:40,解体,駆逐艦,夕立(Lv.1)
2016/10/04 21:22:44,解体,駆逐艦,不知火(Lv.1)
2016/10/04 20:60:53,改修,駆逐艦,黒潮(Lv.1)
2016/10/04 20:60:53,改修,駆逐艦,陽炎(Lv.1)
2016/10/04 20:60:39,改修,駆逐艦,初霜(Lv.1)
2016/10/04 20:60:39,改修,駆逐艦,満潮(Lv.1)
2016/10/04 16:20:37,改修,戦艦,榛名(Lv.1)
2016/10/04 16:20:28,改修,駆逐艦,夕立(Lv.1)
2016/10/04 16:20:28,改修,駆逐艦,響(Lv.1)
2016/10/04 16:20:16,改修,重巡洋艦,鳥海(Lv.1)
2016/10/04 16:19:56,解体,駆逐艦,霰(Lv.1)
2016/10/04 16:03:59,改修,重巡洋艦,高雄(Lv.1)
2016/10/04 16:03:50,改修,駆逐艦,三日月(Lv.1)
2016/10/04 16:03:50,改修,駆逐艦,磯波(Lv.1)
2016/10/04 16:03:40,改修,駆逐艦,曙(Lv.1)
2016/10/04 16:03:40,改修,駆逐艦,曙(Lv.1)
2016/10/04 15:56:10,解体,駆逐艦,敷波(Lv.1)
2016/10/04 15:53:55,解体,駆逐艦,若葉(Lv.1)
2016/10/04 15:50:49,改修,駆逐艦,磯波(Lv.1)
2016/10/04 15:50:49,改修,駆逐艦,如月(Lv.1)
2016/10/04 15:50:39,改修,駆逐艦,響(Lv.1)
2016/10/04 15:50:39,改修,駆逐艦,電(Lv.1)
2016/10/04 15:49:43,解体,駆逐艦,初雪(Lv.1)
2016/10/04 15:46:31,解体,駆逐艦,白雪(Lv.1)
2016/10/04 15:44:28,解体,駆逐艦,初雪(Lv.1)
2016/10/04 15:42:15,解体,駆逐艦,皐月(Lv.2)
2016/10/04 15:32:36,解体,重巡洋艦,最上(Lv.1)
2016/10/04 15:32:32,解体,戦艦,金剛(Lv.1)
2016/10/04 15:32:28,解体,重巡洋艦,摩耶(Lv.1)
2016/10/04 15:32:24,解体,駆逐艦,黒潮(Lv.1)
2016/10/04 03:47:21,解体,駆逐艦,初雪(Lv.1)
2016/10/04 03:47:16,解体,軽巡洋艦,由良(Lv.1)
2016/10/04 03:47:12,解体,戦艦,榛名(Lv.1)
2016/10/04 03:46:60,解体,重巡洋艦,利根(Lv.1)
2016/10/04 03:46:56,解体,重巡洋艦,最上(Lv.1)
2016/10/04 03:46:50,解体,重巡洋艦,那智(Lv.1)
2016/10/04 03:12:54,解体,戦艦,金剛(Lv.1)
2016/10/04 03:12:48,解体,軽巡洋艦,神通(Lv.1)
2016/10/04 03:12:43,解体,重巡洋艦,筑摩(Lv.1)
2016/10/04 03:12:39,解体,軽巡洋艦,神通(Lv.1)
2016/10/04 03:12:34,解体,重巡洋艦,最上(Lv.1)
2016/10/04 02:28:42,解体,重巡洋艦,愛宕(Lv.1)
2016/10/03 24:16:48,解体,軽巡洋艦,那珂(Lv.1)
2016/10/03 24:16:41,解体,重巡洋艦,足柄(Lv.1)
2016/10/03 24:16:35,解体,軽巡洋艦,天龍(Lv.1)
2016/10/03 24:16:31,解体,駆逐艦,黒潮(Lv.1)
2016/10/03 24:16:25,解体,重巡洋艦,最上(Lv.1)
2016/10/03 24:16:21,解体,重巡洋艦,羽黒(Lv.1)
2016/10/03 23:56:20,解体,軽巡洋艦,多摩(Lv.1)
2016/10/03 23:56:16,解体,軽巡洋艦,龍田(Lv.1)
2016/10/03 23:56:11,解体,軽巡洋艦,龍田(Lv.1)
2016/10/03 23:56:01,解体,重巡洋艦,那智(Lv.1)
2016/10/03 23:55:57,解体,軽巡洋艦,由良(Lv.1)
2016/10/03 23:55:52,解体,駆逐艦,敷波(Lv.1)
2016/10/03 23:46:12,解体,重巡洋艦,高雄(Lv.1)
2016/10/03 23:46:08,解体,重巡洋艦,摩耶(Lv.1)
2016/10/03 23:25:52,解体,重巡洋艦,高雄(Lv.1)
2016/10/03 23:25:44,解体,重巡洋艦,羽黒(Lv.1)
2016/10/03 23:25:40,解体,戦艦,霧島(Lv.1)
2016/10/03 23:25:36,解体,駆逐艦,黒潮(Lv.1)
2016/10/03 23:25:31,解体,軽巡洋艦,北上(Lv.1)
2016/10/03 23:25:27,解体,重巡洋艦,鳥海(Lv.1)
2016/10/03 23:06:16,解体,軽巡洋艦,多摩(Lv.1)
2016/10/03 23:06:12,解体,軽巡洋艦,那珂(Lv.1)
2016/10/03 23:06:02,解体,軽巡洋艦,由良(Lv.1)
2016/10/03 23:05:57,解体,駆逐艦,霰(Lv.1)
2016/10/03 23:05:51,解体,軽巡洋艦,那珂(Lv.1)
2016/10/03 23:05:46,解体,重巡洋艦,那智(Lv.1)
2016/10/03 22:47:11,解体,駆逐艦,黒潮(Lv.1)
2016/10/03 22:47:06,解体,駆逐艦,荒潮(Lv.1)
2016/10/03 22:46:60,解体,重巡洋艦,筑摩(Lv.1)
2016/10/03 22:46:16,解体,重巡洋艦,足柄(Lv.1)
2016/10/03 22:46:11,解体,重巡洋艦,摩耶(Lv.1)
2016/10/03 22:45:56,解体,軽巡洋艦,名取(Lv.1)
2016/10/03 22:23:18,解体,軽巡洋艦,由良(Lv.1)
2016/10/03 22:23:14,解体,駆逐艦,涼風(Lv.1)
2016/10/03 22:23:10,解体,重巡洋艦,足柄(Lv.1)
2016/10/03 22:23:06,解体,駆逐艦,黒潮(Lv.1)
2016/10/03 22:23:01,解体,軽空母,隼鷹(Lv.1)
2016/10/03 22:22:56,解体,軽空母,祥鳳(Lv.1)
2016/10/03 22:06:40,解体,軽巡洋艦,多摩(Lv.1)
2016/10/03 22:06:23,解体,水上機母艦,千代田(Lv.1)
2016/10/03 22:06:11,解体,戦艦,扶桑(Lv.1)
2016/10/03 22:06:04,解体,重巡洋艦,筑摩(Lv.1)
2016/10/03 22:05:57,解体,軽巡洋艦,由良(Lv.1)
2016/10/03 22:05:48,解体,重巡洋艦,羽黒(Lv.1)
2016/10/03 21:37:03,解体,軽巡洋艦,木曾(Lv.1)
2016/10/03 21:36:59,解体,軽巡洋艦,神通(Lv.1)
2016/10/03 21:36:55,解体,水上機母艦,千代田(Lv.1)
2016/10/03 21:36:50,解体,重巡洋艦,青葉(Lv.1)
2016/10/03 21:36:45,解体,駆逐艦,満潮(Lv.1)
2016/10/03 21:36:40,解体,駆逐艦,黒潮(Lv.1)
2016/10/03 21:04:22,解体,戦艦,比叡(Lv.1)
2016/10/03 21:04:17,解体,軽空母,飛鷹(Lv.1)
2016/10/03 21:04:12,解体,駆逐艦,綾波(Lv.1)
2016/10/03 21:04:08,解体,戦艦,伊勢(Lv.1)
2016/10/03 21:04:03,解体,軽巡洋艦,名取(Lv.1)
2016/10/03 20:15:49,解体,駆逐艦,雷(Lv.1)
2016/10/03 20:15:44,解体,軽空母,祥鳳(Lv.1)
2016/10/03 20:15:39,解体,戦艦,扶桑(Lv.1)
2016/10/03 20:15:34,解体,軽巡洋艦,川内(Lv.1)
2016/10/03 20:15:30,解体,駆逐艦,初霜(Lv.1)
2016/10/03 20:15:26,解体,軽空母,隼鷹(Lv.1)
2016/10/03 19:10:34,解体,重巡洋艦,高雄(Lv.1)
2016/10/03 19:10:26,解体,駆逐艦,荒潮(Lv.1)
2016/10/03 19:10:20,解体,駆逐艦,夕立(Lv.1)
2016/10/03 19:10:15,解体,軽巡洋艦,川内(Lv.1)
2016/10/03 19:10:11,解体,駆逐艦,涼風(Lv.1)
2016/10/03 19:10:07,解体,重巡洋艦,鳥海(Lv.1)
2016/10/03 16:06:50,解体,駆逐艦,村雨(Lv.1)
2016/10/03 16:06:46,解体,重巡洋艦,古鷹(Lv.1)
2016/10/03 15:35:15,解体,軽巡洋艦,由良(Lv.1)
2016/10/03 15:35:10,解体,駆逐艦,曙(Lv.1)
2016/10/03 15:35:06,解体,駆逐艦,響(Lv.1)
2016/10/03 15:35:01,解体,軽空母,鳳翔(Lv.1)
2016/10/03 15:34:56,解体,駆逐艦,三日月(Lv.1)
2016/10/03 15:34:50,解体,駆逐艦,満潮(Lv.1)
2016/10/03 15:23:26,解体,重巡洋艦,衣笠(Lv.1)
2016/10/03 15:23:07,解体,駆逐艦,敷波(Lv.1)
2016/10/03 15:22:60,解体,重巡洋艦,高雄(Lv.1)
2016/10/03 15:22:55,解体,軽巡洋艦,名取(Lv.1)
2016/10/03 15:22:50,解体,重巡洋艦,羽黒(Lv.1)
2016/10/03 15:22:43,解体,駆逐艦,村雨(Lv.1)
2016/10/03 15:02:07,解体,駆逐艦,如月(Lv.1)
2016/10/03 15:02:02,解体,駆逐艦,長月(Lv.1)
2016/10/03 15:01:57,解体,重巡洋艦,最上(Lv.1)
2016/10/03 15:01:52,解体,重巡洋艦,鳥海(Lv.1)
2016/10/03 14:60:18,解体,駆逐艦,睦月(Lv.1)
2016/10/03 14:60:13,解体,戦艦,山城(Lv.1)
2016/10/03 14:29:19,解体,軽巡洋艦,球磨(Lv.1)
2016/10/03 14:29:15,解体,軽巡洋艦,多摩(Lv.1)
2016/10/03 14:15:11,改修,重巡洋艦,筑摩(Lv.1)
2016/10/03 14:15:02,改修,重巡洋艦,那智(Lv.1)
2016/10/03 03:33:07,解体,駆逐艦,睦月(Lv.1)
2016/10/03 03:33:03,解体,駆逐艦,白露(Lv.1)
2016/10/03 02:33:27,解体,重巡洋艦,羽黒(Lv.1)
2016/10/03 02:33:22,解体,戦艦,霧島(Lv.1)
2016/10/03 02:33:16,解体,重巡洋艦,愛宕(Lv.1)
2016/10/02 17:39:59,解体,駆逐艦,睦月(Lv.1)
2016/10/02 16:60:20,解体,駆逐艦,曙(Lv.1)
2016/10/02 16:60:14,解体,駆逐艦,三日月(Lv.1)
2016/10/02 16:57:18,解体,軽巡洋艦,那珂(Lv.1)
2016/10/02 16:57:13,解体,駆逐艦,磯波(Lv.1)
2016/10/02 14:46:38,改修,駆逐艦,如月(Lv.1)
2016/10/02 14:46:38,改修,駆逐艦,霞(Lv.1)
2016/10/02 14:46:29,改修,重巡洋艦,那智(Lv.1)
2016/10/02 14:35:26,解体,駆逐艦,朧(Lv.1)
2016/10/02 14:31:48,解体,駆逐艦,皐月(Lv.1)
2016/09/31 20:07:43,解体,駆逐艦,初春(Lv.1)
2016/09/31 20:07:39,解体,重巡洋艦,筑摩(Lv.1)
2016/09/31 20:07:34,解体,駆逐艦,雷(Lv.1)
2016/09/31 19:58:08,解体,駆逐艦,吹雪(Lv.1)
2016/09/31 19:52:52,解体,駆逐艦,敷波(Lv.2)
2016/09/31 19:50:41,解体,駆逐艦,荒潮(Lv.1)
2016/09/31 19:50:36,解体,駆逐艦,敷波(Lv.1)
2016/09/31 19:50:32,解体,駆逐艦,村雨(Lv.1)
2016/09/31 19:50:28,解体,駆逐艦,子日(Lv.1)
2016/09/31 19:50:24,解体,駆逐艦,初霜(Lv.1)
2016/09/31 19:46:60,解体,駆逐艦,初雪(Lv.1)
2016/09/31 19:42:18,解体,駆逐艦,五月雨(Lv.2)
2016/09/31 19:37:13,解体,駆逐艦,皐月(Lv.2)
2016/09/31 19:29:35,解体,軽巡洋艦,夕張(Lv.1)
2016/09/31 19:29:31,解体,駆逐艦,菊月(Lv.1)
2016/09/31 16:42:19,解体,重巡洋艦,筑摩(Lv.1)
2016/09/31 16:42:15,解体,戦艦,扶桑(Lv.1)
2016/09/31 16:25:41,解体,軽巡洋艦,五十鈴(Lv.1)
2016/09/31 16:25:36,解体,重巡洋艦,筑摩(Lv.1)
2016/09/31 16:25:31,解体,軽巡洋艦,五十鈴(Lv.1)
2016/09/31 15:52:47,改修,軽巡洋艦,由良(Lv.1)
2016/09/31 15:52:47,改修,軽巡洋艦,那珂(Lv.1)
2016/09/31 15:52:47,改修,軽巡洋艦,由良(Lv.1)
2016/09/31 15:52:47,改修,軽巡洋艦,那珂(Lv.1)
2016/09/31 02:37:29,解体,軽巡洋艦,川内(Lv.1)
2016/09/31 02:37:25,解体,軽巡洋艦,由良(Lv.1)
2016/09/31 02:37:19,解体,戦艦,扶桑(Lv.1)
2016/09/31 02:37:14,解体,軽巡洋艦,木曾(Lv.1)
2016/09/31 02:37:08,解体,戦艦,霧島(Lv.1)
2016/09/31 02:37:04,解体,駆逐艦,黒潮(Lv.1)
2016/09/31 02:07:60,解体,駆逐艦,初雪(Lv.1)
2016/09/31 02:07:52,解体,駆逐艦,磯波(Lv.1)
2016/09/31 02:07:45,解体,駆逐艦,如月(Lv.1)
2016/09/31 02:07:40,解体,重巡洋艦,摩耶(Lv.1)
2016/09/31 02:07:36,解体,軽巡洋艦,神通(Lv.1)
2016/09/31 01:40:35,解体,駆逐艦,弥生(Lv.1)
2016/09/31 01:40:30,解体,重巡洋艦,那智(Lv.1)
2016/09/31 01:40:20,解体,軽空母,祥鳳(Lv.1)
2016/09/31 01:40:11,解体,軽巡洋艦,木曾(Lv.1)
2016/09/30 22:19:32,解体,駆逐艦,皐月(Lv.1)
2016/09/30 22:19:22,解体,駆逐艦,時雨(Lv.1)
2016/09/30 22:18:39,解体,駆逐艦,睦月(Lv.1)
2016/09/30 22:18:34,解体,軽巡洋艦,北上(Lv.1)
2016/09/30 22:18:04,改修,軽空母,隼鷹(Lv.1)
2016/09/30 22:18:04,改修,正規空母,赤城(Lv.1)
2016/09/30 22:18:04,改修,軽空母,隼鷹(Lv.1)
2016/09/30 22:18:04,改修,正規空母,赤城(Lv.1)
2016/09/30 22:16:56,解体,駆逐艦,初雪(Lv.1)
2016/09/30 15:48:45,解体,重巡洋艦,筑摩(Lv.1)
2016/09/30 15:48:40,解体,戦艦,山城(Lv.1)
2016/09/30 15:48:37,解体,軽巡洋艦,由良(Lv.1)
2016/09/30 15:48:30,解体,軽巡洋艦,木曾(Lv.1)
2016/09/30 15:48:23,解体,水上機母艦,千歳(Lv.1)
2016/09/30 15:48:19,解体,重巡洋艦,羽黒(Lv.1)
2016/09/30 14:05:11,解体,駆逐艦,荒潮(Lv.1)
2016/09/30 14:05:02,解体,軽巡洋艦,多摩(Lv.1)
2016/09/30 14:04:57,解体,駆逐艦,磯波(Lv.1)
2016/09/30 14:04:52,解体,軽巡洋艦,多摩(Lv.1)
2016/09/30 14:04:47,解体,軽巡洋艦,那珂(Lv.1)
2016/09/30 14:04:42,解体,重巡洋艦,古鷹(Lv.1)
2016/09/30 13:35:22,改修,駆逐艦,電(Lv.1)
2016/09/30 13:35:22,改修,駆逐艦,白雪(Lv.1)
2016/09/30 13:34:58,解体,駆逐艦,霰(Lv.1)
2016/09/30 13:32:53,解体,駆逐艦,夕立(Lv.1)
2016/09/30 13:32:35,解体,駆逐艦,夕立(Lv.2)
2016/09/30 13:30:01,改修,駆逐艦,朧(Lv.1)
2016/09/30 13:30:01,改修,駆逐艦,村雨(Lv.1)
2016/09/30 13:23:02,解体,駆逐艦,五月雨(Lv.2)
2016/09/30 13:17:24,解体,駆逐艦,涼風(Lv.1)
2016/09/30 13:17:19,解体,駆逐艦,曙(Lv.1)
2016/09/30 13:17:14,解体,駆逐艦,電(Lv.1)
2016/09/30 13:17:10,解体,駆逐艦,望月(Lv.1)
2016/09/30 13:16:24,解体,駆逐艦,望月(Lv.2)
2016/09/30 13:09:11,解体,駆逐艦,暁(Lv.1)
2016/09/30 13:06:19,解体,駆逐艦,荒潮(Lv.1)
2016/09/30 03:49:57,解体,軽巡洋艦,鬼怒(Lv.1)
2016/09/30 03:49:53,解体,駆逐艦,大潮(Lv.1)
2016/09/30 03:06:28,解体,軽巡洋艦,天龍(Lv.1)
2016/09/30 03:06:24,解体,重巡洋艦,利根(Lv.1)
2016/09/30 03:06:20,解体,軽巡洋艦,球磨(Lv.1)
2016/09/30 03:06:15,解体,軽巡洋艦,龍田(Lv.1)
2016/09/29 22:58:57,解体,軽巡洋艦,那珂(Lv.1)
2016/09/29 22:58:53,解体,戦艦,扶桑(Lv.1)
2016/09/29 22:58:37,解体,軽巡洋艦,天龍(Lv.1)
2016/09/29 22:58:30,解体,軽巡洋艦,球磨(Lv.1)
2016/09/29 22:58:26,解体,潜水艦,伊168(Lv.1)
2016/09/29 22:58:22,解体,重巡洋艦,羽黒(Lv.1)
2016/09/29 21:60:42,改修,軽巡洋艦,川内(Lv.1)
2016/09/29 21:60:42,改修,駆逐艦,磯波(Lv.1)
2016/09/29 21:60:42,改修,駆逐艦,吹雪(Lv.1)
2016/09/29 21:59:12,改修,軽巡洋艦,夕張(Lv.1)
2016/09/29 21:59:12,改修,水上機母艦,千代田(Lv.1)
2016/09/29 21:59:12,改修,軽空母,飛鷹(Lv.1)
2016/09/29 19:51:05,解体,駆逐艦,響(Lv.1)
2016/09/29 19:50:59,解体,駆逐艦,三日月(Lv.1)
